227.38733,220.303,218.50958,207.6099,207.20633,232.27771,240.79121,242.01213,241.93933,256.22757,257.36234,255.02477,250.5949,241.21484,238.72136,241.88351,247.94319,267.95465,271.2766,254.37476,241.20193,244.10013,246.68575,226.12679,207.0439,205.86104,204.2096,196.07874,217.50313,224.43172,237.64981,246.40215,252.34813,257.26556,266.17245,273.85556,262.62796,251.74403,244.28706,242.63506,251.77785,269.47928,257.73978,239.0914,223.55284,222.79213,224.79771,211.29343,206.42384,197.17139,194.73749,191.76346,204.29979,216.75502,233.51015,239.81131,244.27945,249.1969,254.71892,259.73676,255.85411,246.1847,243.0945,243.0945,255.12529,260.90982,257.99356,243.0043,223.42358,223.58391,227.52095,217.22699,210.07571,206.10252,201.08899,198.42094,202.3722,218.15688,231.0936,239.03023,242.95056,247.86801,253.39003,256.286,251.29982,241.76561,235.74683,230.27834,241.79942,250.54231,250.85153,234.21844,218.9637,219.12402,220.72357,207.62532,205.15503,197.59666,189.52716,187.29079,196.9917,213.86319,229.53366,240.74146,244.72704,244.72704,244.72704,249.76025,243.633,236.15605,229.03555,229.03555,240.00883,252.1365,249.06094,232.97566,221.43146,221.18575,225.39374,212.559,223.59828,214.22386,204.88618,202.33078,200.43257,205.63019,216.27557,219.80774,226.17361,232.40501,232.47704,242.7584,237.94533,228.59189,220.14427,221.55984,228.69179,237.22379,235.65382,228.51277,224.26561,225.74368,231.21161,222.47418,216.42044,205.85434,200.09128,193.29031,188.58972,191.36615,194.52713,197.43364,212.96132,217.3017,229.35837,233.0811,227.99956,219.93547,214.3477,215.12859,220.50778,234.51187,240.22626,234.91791,231.01901,234.28755,232.35007,224.04916
228.75891,228.26472,215.08154,212.51271,220.81291,235.78894,260.75507,269.87613,277.252,279.5173,279.79977,277.1652,274.843,271.66672,263.9561,262.07123,271.70053,283.78387,286.18362,268.60986,261.00146,260.89865,256.3314,252.40295,265.10117,257.3639,243.8459,244.34593,255.66095,275.28906,296.736,310.3528,313.82257,310.0111,313.82257,307.37653,301.38696,297.41345,289.70282,287.81796,297.44727,309.87277,309.82343,293.394,286.10928,286.00647,284.5424,275.92624,268.8235,262.3696,251.50243,247.91669,249.44812,273.07635,293.1516,303.85287,304.45865,304.17618,301.9109,299.55878,292.78806,288.1037,280.50714,280.50714,288.1375,300.50885,305.8809,290.18958,284.51016,284.42505,282.96097,274.34482,272.93393,267.06015,250.46614,250.55124,258.46573,282.71225,305.14874,313.877,314.20032,314.20032,308.77893,306.14435,304.4615,296.1968,290.38376,290.38376,300.16843,318.0796,318.58566,300.9321,291.71677,291.63165,293.55237,284.53613,277.01855,273.44135,263.8422,254.62108,268.79062,281.32706,314.69934,324.43814,324.76144,324.76144,324.76144,322.12686,317.504,305.04184,295.5924,293.98712,305.07565,320.72208,320.67273,301.60165,294.43893,296.63495,297.17252,288.38123,266.97174,261.3097,249.16997,234.8352,244.04385,249.53488,259.1345,268.74036,271.35446,273.54922,273.42307,278.39697,272.92334,266.00375,256.89478,251.69041,263.01346,274.0172,276.24936,270.57385,267.7006,270.6866,274.9549,267.49487,261.00775,257.4305,236.83727,228.46059,227.73416,228.90932,239.71194,247.65102,260.0197,269.27087,271.63095,272.84027,268.645,252.95453,246.23207,242.7445,254.03683,270.97076,277.25912,271.33798,269.86963,272.6913,269.39044,264.69904
249.71616,245.6393,235.63431,235.7194,239.41882,259.0945,283.47156,299.0182,299.46344,299.33386,299.46344,296.82886,292.75433,287.32285,279.36926,275.95392,281.93527,298.75934,295.26706,276.19598,264.4529,258.8458,264.1027,254.10431,238.27136,232.39755,223.842,223.9271,229.50156,251.44481,269.8816,277.73886,278.1841,278.1841,278.1841,273.5667,269.31628,255.22383,250.36324,250.36324,258.9426,283.04117,282.99182,264.00055,249.91978,249.83469,246.53384,242.05762,237.1823,230.06805,223.60008,220.86502,231.07457,250.04591,272.43814,281.64285,282.0881,282.57175,278.0705,277.47595,269.32507,264.02283,254.02017,252.13531,264.05664,282.91278,284.19055,270.2124,250.81389,250.72879,252.74481,245.0255,231.05655,228.04729,219.37982,214.94196,222.33134,239.28304,261.11414,267.54575,264.17953,262.67365,262.67365,262.0791,255.56326,253.11911,246.99883,243.7734,248.66782,266.3128,266.81888,253.9166,240.84962,240.76453,240.71799,233.57365,222.5435,214.80623,209.32657,208.19923,217.5027,236.34924,258.0304,264.462,264.8556,261.04413,259.53824,258.9437,252.84776,246.26874,239.16005,239.16005,246.30255,259.8864,259.83707,248.57263,237.85277,243.15086,245.38544,234.57593,222.86435,215.7501,207.96887,206.42154,206.65477,210.83652,222.95056,228.90361,237.08072,238.99278,240.53587,243.31187,243.17293,236.97276,229.88344,227.53021,229.98334,237.20334,237.44675,230.1387,223.58194,226.66322,227.6185,221.70476,207.12881,202.24512,192.25343,191.70001,192.48318,191.49568,196.65291,202.27373,211.29568,218.42401,224.53687,230.89403,225.32303,214.67596,211.01494,206.58911,211.64117,229.11095,233.19797,226.74399,216.14687,218.96986,221.04285,209.31091
205.08992,197.68571,194.16533,192.55424,201.85504,216.66704,240.16615,246.76755,249.27197,249.27197,254.12216,248.93214,247.50244,241.83553,238.74533,234.7462,241.86934,253.6556,252.24551,242.31903,228.63008,228.26219,229.04799,223.30373,212.28122,207.85684,200.70865,200.44615,213.3641,230.24762,252.76715,254.15508,254.37839,257.25745,258.05768,258.5823,251.54144,244.52254,237.61337,237.43321,241.46616,253.75682,252.34674,243.00763,232.15474,232.38007,230.84862,219.67136,199.00908,193.22612,186.12534,189.8355,195.38277,212.47398,232.69968,238.99689,241.61595,239.33484,239.33484,233.8615,233.8659,226.49286,223.87538,220.68994,226.52667,240.90831,244.34842,228.97708,219.00302,218.72751,220.3815,209.20424,202.07845,196.29549,189.1947,191.604,199.16031,216.25153,235.92941,244.1213,244.20958,244.20958,247.1198,243.35039,244.12384,241.80869,236.81192,233.72173,236.84573,246.77708,250.21461,238.34126,227.62029,227.2524,225.3533,219.60904,201.3524,198.59653,191.99292,191.26495,205.53583,223.77423,242.12636,250.37053,251.16122,251.16122,251.16122,250.56668,247.86797,247.87971,237.91925,235.92084,241.33784,248.77913,248.57426,243.11607,234.26073,234.17563,234.6426,225.52684,216.77518,211.61835,203.39339,199.84697,205.61217,209.79391,221.56433,228.63994,238.74994,240.49219,240.20668,242.17683,239.00896,229.84998,227.79831,221.14194,227.89821,238.98813,238.80194,233.92421,227.34113,229.65628,234.66635,228.11482,214.97054,209.23363,201.45493,194.20427,194.36043,197.21332,201.04753,206.3587,215.94765,225.78152,225.85355,228.21158,223.3682,212.24554,204.0828,201.47049,208.32594,230.65056,234.14713,231.12938,221.1722,224.44072,226.09471,217.04199
209.92006,208.45161,198.63129,196.04475,206.07637,227.91089,247.28593,256.0713,256.6312,256.6312,256.6312,256.31915,252.2797,247.05432,241.83049,238.7403,241.8643,259.27774,258.4791,246.90013,233.6801,233.595,235.88252,229.6579,217.96284,213.91003,206.2066,203.71265,212.78615,232.47406,252.75092,261.74454,259.28986,262.30444,262.30444,261.99237,254.18645,250.52223,245.41196,243.41354,245.44577,258.00967,260.22562,248.48318,235.4447,235.3596,233.46051,227.86942,214.17871,210.2104,203.21428,201.80424,211.62737,229.39978,247.89075,258.7343,259.29422,259.29422,259.69495,261.64816,258.5295,253.58795,249.04256,245.81714,249.07637,260.68005,265.94812,253.83002,242.3914,242.37103,240.83958,233.01343,239.47926,232.36502,221.87256,218.89207,233.60129,251.95233,272.23602,278.38522,274.06158,274.54523,273.932,273.95068,273.71027,268.85834,261.6867,261.93637,264.95438,275.74023,282.23273,273.8278,263.48038,264.44092,265.45984,257.91272,257.79285,254.31085,247.69424,245.0059,251.47816,268.7394,285.4828,290.51193,290.8456,291.54874,287.97537,282.61078,286.62842,280.347,277.68094,273.74316,281.1301,285.88995,290.4999,285.90646,277.16882,276.6717,276.8445,266.6575,260.95956,253.11076,247.80164,240.52066,244.91135,251.77971,260.05835,268.03598,275.44696,279.5203,279.39413,281.77698,275.04727,268.1842,264.35724,261.333,264.45712,276.70602,277.50955,271.8284,263.90005,267.62283,270.85205,265.73706,251.96469,247.57378,238.35999,227.59369,232.1802,234.39656,244.26514,247.60071,258.33554,262.0762,264.0718,270.9325,261.60352,254.47458,248.05614,248.12222,250.68011,270.02783,274.60257,270.7958,267.977,268.10065,268.4966,262.76584
250.68935,247.79951,240.89035,241.7551,246.84412,268.66763,284.7624,278.02194,282.6884,282.6884,283.57822,283.66983,283.03677,276.9189,279.4925,280.2098,280.24362,283.41113,286.48962,267.83755,270.79797,270.30084,273.21655,270.61612,266.07086,255.66298,247.32755,248.48923,254.50664,268.48737,276.0635,278.24582,282.17792,283.06775,283.06775,283.15936,282.01505,277.31113,273.6989,278.47076,273.73273,285.51724,287.06085,270.42804,274.5463,274.04916,270.35297,268.61206,258.18008,252.86005,242.42838,240.49973,250.5607,261.09756,269.44775,271.2565,275.02682,276.61978,276.61978,276.7114,274.86395,270.16632,263.42502,261.22675,261.26056,275.27692,268.7745,259.3291,259.74136,260.94196,254.52992,262.96024,263.75616,265.6715,254.67351,254.77632,261.4701,279.19287,284.29578,278.276,290.7324,279.09305,279.09305,284.00525,280.62292,273.61523,275.60272,268.80194,275.63654,278.80405,284.0309,268.13245,268.5447,269.7453,272.30377,267.59186,260.2325,257.85272,252.13423,248.2992,257.2893,270.2233,281.56177,280.6932,275.04504,275.04504,281.4586,279.95724,275.648,267.04782,272.537,264.4091,273.27393,274.47385,275.68896,260.16473,264.0943,265.3186,264.8337,260.2482,244.24329,235.50783,226.74564,223.04305,227.19505,234.15752,241.18239,251.33966,259.67288,258.26065,255.09981,254.8166,244.85492,237.676,233.04909,229.28816,230.73143,250.04431,252.81447,242.75998,239.5787,245.1481,244.23837,238.50269,224.46368,217.74126,212.20383,206.18698,206.34314,206.30586,210.62602,214.07526,223.60425,227.34491,229.34052,231.13954,225.20302,220.39029,212.7346,212.80069,216.23622,231.77032,239.52222,236.8207,227.27127,231.2924,235.28905,229.80786
245.75867,244.86725,235.99287,236.34894,245.96555,266.23703,289.0519,285.63617,287.86716,284.25494,289.7441,289.83572,278.52167,272.27606,267.9509,264.5356,266.38763,289.57703,288.38507,282.52945,275.59927,277.75195,277.1078,271.48715,249.22404,242.75397,234.3263,232.28964,244.06683,264.54504,274.82758,276.42792,280.3728,277.24496,277.24496,277.33658,272.90265,267.87613,273.3653,274.06842,273.3991,276.56662,279.6451,263.1913,266.07623,265.99112,266.20935,260.92072,251.2828,245.96275,233.87012,232.08315,243.64575,259.35388,269.87582,275.11697,276.82385,276.82385,276.82385,276.02563,271.7472,267.45502,273.6473,264.81628,266.17722,271.23172,275.20633,266.0611,255.31937,255.23425,258.66675,245.46266,236.45912,228.14749,221.3551,217.40532,227.59184,238.70695,262.8039,263.15204,268.482,268.482,267.15488,266.56033,260.70898,251.89221,242.70982,239.7996,244.93329,260.1935,262.45374,252.68973,237.8353,237.7502,239.76622,231.94302,222.0858,219.07654,211.8958,210.18108,220.773,235.29796,261.94876,264.5347,268.48587,265.04294,263.2888,255.22574,250.45087,241.44377,234.33508,231.24489,234.3689,250.03593,254.0701,246.53603,233.46468,233.37958,235.1129,225.49863,222.39093,212.5364,201.40767,196.2859,198.18625,206.4949,215.88954,223.70259,236.39687,236.31052,238.18279,239.79074,235.99722,224.45213,217.72968,212.34154,216.49245,228.51942,237.78862,232.91089,226.61157,232.2916,235.1167,232.00056,222.90013,219.3229,206.40878,201.70294,201.8591,203.49358,210.66733,216.95331,223.96799,228.46432,232.15715,235.41464,226.4144,217.54851,209.64658,205.22075,213.17659,230.46808,239.73727,238.13292,230.32965,234.42793,237.47159,230.3213
226.36398,222.92253,215.92825,211.89626,227.20625,241.82155,260.29605,265.313,269.31583,269.31583,269.31583,268.72128,265.59235,264.77063,260.44547,257.03015,257.06396,265.07687,275.97437,261.35574,248.27753,248.19243,250.80643,240.45564,232.91418,228.48752,221.76506,218.3929,229.80038,241.15009,259.49103,270.339,267.2292,267.2292,267.2292,266.63464,270.1071,259.69342,255.35477,257.38425,255.38858,269.5916,269.3155,265.85773,253.906,254.62114,255.54408,247.9034,243.73682,236.43587,231.85318,228.75284,236.6054,251.86021,268.38052,278.3701,278.93,278.93,279.63312,272.6206,269.05246,264.70337,262.03735,260.12903,262.07117,272.1095,278.6622,277.4775,269.8865,273.45834,277.10928,269.32883,253.88203,247.7568,240.34218,243.37306,255.02223,267.08527,274.31528,281.7547,283.46158,279.28214,278.5478,277.22546,280.9205,269.99683,273.66653,266.19812,273.70035,279.58127,289.06998,281.88583,275.3979,275.03,278.3124,278.22714,264.6458,255.9104,248.90208,249.42728,256.99353,270.6705,278.04733,283.79657,287.318,284.19016,278.97852,278.3358,279.94858,273.2857,273.51248,266.04407,269.73483,280.14453,278.70737,272.4615,270.04922,269.77374,272.68945,271.48706,258.77188,250.03647,241.1229,237.29135,240.08833,245.17589,256.80814,264.61276,264.3856,261.63754,261.2104,261.05676,258.987,249.06125,243.2028,243.26889,243.3027,253.93544,260.09595,257.38116,255.55498,260.2614,267.2026,255.63498,248.25371,242.37816,239.4456,232.19356,235.78773,238.84065,240.30783,246.94354,254.3593,255.45496,255.3288,257.3109,253.26932,242.97324,233.88869,231.53546,235.21898,250.94763,264.1242,260.64572,262.3033,262.42682,265.4721,265.4145
259.86203,254.67766,247.32454,247.2494,258.20657,270.6723,270.48645,275.61646,276.4335,282.84705,282.84705,281.3457,279.13327,273.53952,278.50217,275.41647,269.96112,283.3386,302.88123,267.52518,268.1748,268.04703,272.02078,264.63376,261.4774,256.28128,260.28238,261.07062,256.59888,273.12,281.47253,303.45258,310.8518,303.569,303.569,302.7859,293.70255,277.2893,278.98206,278.09222,279.01587,288.8214,323.1035,296.30194,267.75107,267.6233,279.83682,268.98132,266.13458,261.7211,260.24408,258.52658,263.93127,273.44696,307.3333,334.6045,343.82724,340.79382,340.79382,339.4876,331.50092,307.65762,298.17014,293.80447,293.8383,315.27902,335.94125,301.4495,279.31216,279.1844,273.61676,272.34286,265.9081,261.80408,265.80518,265.29956,268.56647,276.4387,285.87378,292.91364,309.31528,309.31528,309.31528,294.99127,290.37112,284.25516,279.53436,275.35492,274.6544,282.8267,278.51218,272.52707,268.65985,268.16272,267.6355,262.274,264.7827,254.25943,244.31738,241.19019,250.71948,263.3779,277.97333,275.4703,280.08508,280.9749,280.08508,273.86496,269.22684,266.741,259.27527,252.95221,252.98602,262.13544,273.65692,262.42322,254.70988,254.21274,261.15405,251.07295,242.28238,233.15785,229.02979,217.32922,223.14929,229.83736,232.67796,237.06258,243.55238,248.18501,243.79742,241.03772,235.39468,223.8593,213.65646,207.96992,210.11775,228.35506,236.59732,232.52867,224.10167,231.55608,232.35648,226.92052,213.28867,212.49391,199.66487,195.35046,195.7642,195.72693,198.39648,207.63647,213.80814,219.00461,220.84367,224.34543,215.89777,207.39165,199.5748,195.68146,200.04552,213.08044,230.09738,228.06343,218.58517,219.83568,227.06477,217.62787
210.28557,205.85713,196.69704,192.33157,207.61961,226.51503,241.38058,252.10245,252.77028,252.48781,250.2225,243.47292,240.04616,226.5684,221.4798,217.66083,217.69464,229.95831,249.04608,235.97217,221.45264,220.95554,223.81786,215.14394,211.57036,207.64156,197.05975,192.69429,208.6113,225.0077,241.41081,251.56862,251.95396,248.53857,248.53857,245.20439,241.26639,231.17342,225.79022,222.70003,222.73384,235.84587,250.26631,236.94272,222.02275,224.61584,226.38638,217.13145,204.97723,200.64546,190.06366,186.13383,200.809,217.20541,235.37251,247.4633,248.13112,247.84865,245.5834,240.61102,232.35547,223.16469,216.47807,209.56891,209.60272,222.50526,246.88815,236.24951,216.63698,223.2208,222.99292,217.26237,212.15869,206.72673,201.1293,195.31522,208.14474,221.77231,241.77527,248.88773,249.44766,246.89992,243.48454,236.21257,231.51756,220.7362,216.34259,211.10622,211.14003,224.98047,244.4643,231.39038,216.41805,217.61867,220.48099,211.80707,206.70515,202.85611,191.69894,188.29613,197.37904,217.41328,229.29344,238.48216,242.48706,238.76846,239.01814,235.90587,224.679,220.8108,210.53426,210.13129,210.56807,220.9753,230.29869,217.94724,206.28781,206.18501,209.89713,198.99425,191.35808,184.71515,176.7464,171.66652,174.58719,177.72557,185.59196,193.65636,201.52568,204.50217,204.57419,211.51616,201.09416,191.76738,186.59985,181.23518,181.269,191.15013,205.16757,200.31413,190.10393,192.278,199.5187,190.91847,179.62718,176.71848,165.0602,165.95276,166.55664,167.84682,167.30376,172.48157,180.73067,183.40388,186.225,190.46373,182.81607,177.70882,170.44884,169.42676,166.82117,184.64374,202.94133,199.40018,192.03381,193.34317,197.83359,190.40776
